sample	029_4870a	046_4949a	054_4976a	065_5037a	083_5091a	088_5114a	113_5241a	115_5235a	160_5453a	178_5685a	180_5521a	186_5559a	188_5571a	197_5625a	199_5632a	203_5662a	207_5670a	220_5717a	222_5735a	225_5747a	227_5749a	228_5756a	289_5851a	293_5828a	LA_RV_352_5899a_S19	LA_RV_372_5944a_S39	LA_RV_382_5978a_S49	LA_RV_389_6006a_S56	LA_RV_395_6024a_S62
PWY-6857: retinol biosynthesis	0.0	19.758	0.0	0.0	47.6435	8.57498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.5956	0.0	0.0	0.0	0.0	0.0	16.8521	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6859: all-trans-farnesol biosynthesis	16.0595	0.0	40.6695	37.9653	17.3369	62.9877	0.0	103.322	0.0	70.5626	477.466	127.803	86.9477	57.7162	21.8719	0.0	41.5995	42.5723	926.322	300.972	24.9056	0.0	72.8641	78.9067	14.5725	0.0	37.7898	41.1754	43.5852
PWY-6863: pyruvate fermentation to hexanol (engineered)	231.428	0.0	115.818	0.0	146.578	153.995	74.3302	44.9234	0.0	263.367	142.889	863.536	81.7398	39.806	0.0	0.0	128.431	0.0	0.0	70.577	21.045	42.8969	0.0	62.0834	126.742	0.0	104.278	198.722	185.683
PWY-6873: long chain fatty acid ester synthesis (engineered)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6876: isopropanol biosynthesis (engineered)	717.071	699.871	296.252	57.1569	1039.82	384.322	1034.72	593.013	1088.66	1230.77	686.827	845.507	376.805	990.295	804.85	1051.54	250.756	797.004	382.284	156.743	103.656	945.416	907.289	522.561	130.799	337.229	380.101	265.585	544.099
PWY-6883: pyruvate fermentation to butanol II (engineered)	38.9429	74.1036	154.172	220.852	199.413	583.232	231.456	135.334	0.0	270.353	1082.6	595.539	389.557	175.034	126.342	0.0	187.265	0.0	590.637	1043.66	246.154	337.422	0.0	366.338	90.0822	18.1474	153.586	281.635	277.025
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	3380.26	2721.49	1805.83	927.825	1177.22	2411.4	2348.72	2196.69	0.0	2647.54	2132.86	2423.37	2706.43	1603.36	1826.54	1403.55	2093.04	1868.41	3094.84	3316.64	1866.72	2058.03	789.352	1675.51	1142.94	893.356	2043.27	1406.55	2334.23
PWY-6897: thiamine diphosphate salvage II	9166.21	2641.78	4348.37	4345.43	3974.72	4450.31	3520.49	4938.12	3033.62	2795.2	2020.3	3192.65	4609.71	3047.78	3530.0	5061.77	3382.39	3293.01	2820.46	3301.74	5384.04	3207.49	6038.52	3826.38	4894.39	4641.52	3649.06	4755.48	3434.74
PWY-6901: superpathway of glucose and xylose degradation	3276.1	4147.78	3452.22	6436.13	5724.36	4453.07	5327.02	3716.89	5823.45	4594.65	4483.87	4012.09	5114.98	3311.76	5251.56	2171.46	3675.64	4905.24	4383.63	4396.47	3657.18	5466.16	4681.76	5315.23	5024.76	6738.38	3348.66	6091.97	4637.75
PWY-6902: chitin degradation II (Vibrio)	1287.22	1555.33	870.652	4516.88	3057.25	3130.62	1846.23	1428.47	818.423	1880.07	2030.26	1478.06	1715.04	602.432	3268.95	894.519	1067.76	1355.61	703.15	2364.03	1328.19	2061.49	2310.08	2265.72	1378.61	4606.44	660.031	1787.68	1840.54
PWY-6906: chitin derivatives degradation	1315.47	564.932	1569.96	525.901	698.672	1746.98	1436.05	887.676	2139.81	1692.58	1646.32	1898.42	1722.08	1645.48	644.392	771.156	1120.66	1058.79	206.312	1329.67	851.818	1005.18	586.992	570.0	1190.77	2204.18	906.034	1802.96	1090.51
PWY-6920: 6-gingerol analog biosynthesis (engineered)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.2231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6922: L-N&delta;-acetylornithine biosynthesis	52.0347	25.5043	31.2591	0.0	77.2957	249.936	0.0	56.8456	0.0	10.6637	269.107	78.1347	96.2428	28.2734	108.96	38.0786	0.0	0.0	142.054	573.098	20.966	26.8934	10.109	0.0	0.0	42.2989	262.955	27.0287	81.2021
PWY-6936: seleno-amino acid biosynthesis (plants)	2409.03	3017.24	3662.7	2162.15	3125.94	3999.59	3734.07	3010.49	2684.03	3228.61	4359.92	3875.24	3324.2	2687.13	2608.21	1923.76	4800.6	3067.15	4085.45	3759.66	2286.76	4983.52	1834.96	2287.72	1625.99	3812.74	2622.3	3447.02	2439.4
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	32.8022	478.307	39.5733	83.6778	65.7622	480.259	210.281	181.543	867.1	141.003	110.981	240.344	192.604	101.388	42.4405	1313.03	334.178	0.0	41.6264	111.21	857.955	644.459	151.151	82.9868	749.666	806.365	478.424	40.7686	58.1724
PWY-6957: mandelate degradation to acetyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6961: L-ascorbate degradation II (bacterial, aerobic)	0.0	20.0126	16.5604	37.9466	46.7718	246.687	0.0	0.0	0.0	0.0	1163.55	120.101	49.88	0.0	93.0911	0.0	36.4749	0.0	2638.37	987.805	30.866	59.5672	0.0	183.146	4.65845	0.0	0.0	38.5445	61.9402
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	2142.17	2287.16	2247.36	3818.06	3195.09	3502.49	3549.73	3104.5	2475.3	2769.66	2900.74	2546.91	4164.21	2767.58	2522.32	1725.32	2532.36	3000.61	2920.32	3493.37	2443.26	3433.95	2465.91	3178.76	1703.43	2612.98	2526.62	3133.52	2514.12
PWY-6981: chitin biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.2527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6992: 1,5-anhydrofructose degradation	1311.72	2752.95	1032.28	395.459	1915.02	1129.99	1293.3	2044.2	2464.56	1328.9	835.926	836.957	1541.86	1250.68	1776.91	2084.67	1471.01	671.531	916.857	1502.41	1667.19	1879.09	1317.48	964.625	1082.4	843.657	1036.2	1539.75	1119.64
PWY-7000: kanamycin biosynthesis	0.0	14.0145	118.946	0.0	0.0	12.7161	17.5717	41.8775	0.0	12.2367	10.8065	13.5464	11.3437	19.0204	0.0	319.026	53.4511	0.0	0.0	9.64811	181.195	0.0	0.0	17.8318	0.0	0.0	80.4975	10.6411	15.2036
PWY-7003: glycerol degradation to butanol	1597.56	1900.49	1856.03	895.728	1865.49	1990.84	1777.36	2793.69	2213.89	2339.31	2412.73	2062.43	1723.57	2320.02	1793.46	2420.01	1883.59	2272.44	958.02	2338.57	1546.89	1697.54	1860.44	1676.69	1734.42	908.854	1753.19	1888.85	1557.0
PWY-7009: 2,2'-dihydroxybiphenyl degradation	0.0	0.0	3.43152	0.0	0.0	14.4686	0.0	0.0	0.0	0.0	0.0	17.6935	0.0	0.0	0.0	0.0	0.0	0.0	29.7287	5.6524	0.0	14.1642	0.0	9.92053	0.0	0.0	0.0	1.39356	0.0
PWY-7013: (S)-propane-1,2-diol degradation	364.391	279.309	270.634	68.1717	335.245	691.921	387.758	1024.27	186.038	701.251	871.031	775.215	727.845	606.107	564.147	450.789	538.468	228.72	54.6327	2937.69	418.472	285.701	282.547	855.343	1280.0	356.814	372.392	419.282	383.313
PWY-702: L-methionine biosynthesis II	1072.16	1052.9	1578.81	1687.86	1340.97	1893.75	1791.22	1305.35	1039.77	1520.54	3197.94	1499.09	1836.64	945.262	1044.96	916.972	1937.01	1693.49	3121.11	2676.48	1113.61	2985.2	1244.08	1194.35	780.928	2534.61	1575.63	2340.71	1182.71
PWY-7031: protein N-glycosylation (bacterial)	0.0	0.0	27.2138	0.0	0.0	16.6236	39.5597	0.0	0.0	9.59857	21.7778	43.3861	28.9503	43.7737	69.1938	0.0	56.8943	0.0	13.2392	5.95501	0.0	13.86	58.677	0.0	103.477	0.0	63.2567	75.2491	20.5939
PWY-7039: phosphatidate metabolism, as a signaling molecule	0.0	0.0	0.0	0.0	0.0	23.0448	0.0	0.0	0.0	0.0	147.582	0.0	6.17329	0.0	32.7407	0.0	2.17518	0.0	1213.16	10.7335	126.721	0.0	0.0	0.0	0.0	0.0	0.0	18.857	18.3874
PWY-7052: cyanophycin metabolism	0.0	0.0	66.917	0.0	0.0	0.0	0.0	25.7534	0.0	13.753	0.0	12.3431	0.0	0.0	0.0	0.0	7.09177	66.551	0.0	0.0	26.7503	6.33914	0.0	0.0	64.4406	5.71199	2.04924	3.19471	2.974
PWY-7090: UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis	0.0	0.0	9.62848	0.0	0.0	16.2506	18.5797	0.0	0.0	15.6019	26.6308	18.7782	20.4279	11.8471	0.0	5.40198	15.1164	0.0	2.26681	8.9312	0.0	2.07444	0.0	6.44984	19.4266	9.01293	16.9185	5.90576	23.9002
PWY-7094: fatty acid salvage	0.0	18.3258	3.43417	0.0	16.5792	221.345	10.1112	0.0	0.0	4.58221	94.2946	45.6821	0.0	0.0	0.0	0.0	0.0	0.0	346.988	606.363	23.6107	0.0	0.0	20.084	5.16235	0.0	0.0	0.0	22.536
PWY-7111: pyruvate fermentation to isobutanol (engineered)	6536.87	9944.03	7292.7	7767.16	9325.46	8167.67	7604.11	8229.26	10024.0	8701.04	9197.09	8399.16	7186.88	8679.46	9105.68	6884.99	7833.76	7334.65	7091.71	7067.32	6754.69	8546.58	7120.36	8946.75	8437.96	7920.5	9026.98	8266.32	8916.42
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	766.028	1197.21	1343.93	2355.19	1656.01	1800.34	2008.65	1753.11	1381.92	1568.95	2480.13	1350.12	1962.19	2402.91	1306.51	981.78	1225.17	2139.57	2372.23	1790.66	1310.72	2524.67	1411.41	2066.98	1385.31	2319.63	1465.58	2594.47	999.431
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	412.609	638.757	1359.46	1935.52	1213.17	1511.48	1706.84	1168.37	350.057	1267.64	3420.35	858.246	1686.37	1391.45	922.545	424.952	1070.93	2174.04	3161.7	2493.65	1370.94	2906.71	1241.44	2115.38	850.895	3486.33	1732.68	3028.82	963.174
PWY-7118: chitin deacetylation	0.0	114.014	88.4363	49.802	78.832	216.918	16.8735	81.3794	240.831	95.6471	2435.95	273.348	107.727	108.94	107.343	37.2819	223.062	67.932	4203.4	2093.39	191.543	54.3935	45.1803	229.223	84.5163	22.0946	96.2528	51.5524	100.56
PWY-7159: 3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)	19.8699	45.4348	56.4924	11.6357	23.9029	90.563	51.4382	36.2846	36.3398	32.6635	78.4905	57.6317	67.0395	24.4166	40.3063	8.92555	110.586	72.361	5.77284	97.7572	67.4691	32.1273	0.0	69.8003	22.4061	23.9559	54.7268	51.8403	36.7662
PWY-7165: L-ascorbate biosynthesis VIII (engineered pathway)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.723	0.0	7.89437	0.0	0.0	14.0254	0.0	0.0	0.0	0.0	0.0	0.0	552.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	2013.34	3160.81	4610.09	3715.52	3322.24	3409.61	3239.59	3060.49	3616.61	2739.62	2659.8	2521.48	3987.94	3917.44	2976.5	2136.81	2796.76	2046.45	2865.98	2865.97	2524.85	3642.85	2961.72	4309.73	2794.68	2925.57	2998.51	2581.35	3009.13
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	0.0	69.3859	247.656	54.9323	113.483	402.564	127.924	400.172	0.0	164.529	502.417	247.818	57.2447	0.0	124.604	67.681	407.642	0.0	740.832	1396.95	307.676	219.222	60.4152	168.017	103.389	50.9766	145.754	170.702	76.0553
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	239.61	176.138	390.94	1771.39	2298.26	1894.99	1532.47	34.0054	0.0	1046.69	1678.15	1171.67	1780.42	0.0	582.263	221.852	42.8782	855.394	0.0	7.60929	372.33	2168.28	391.594	1201.6	450.578	1720.83	599.23	1945.33	1408.19
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	1544.13	2778.44	3888.9	3280.75	3180.62	2651.48	2491.91	2314.54	2982.74	1996.37	1921.77	1768.32	2974.07	3365.9	3032.95	1640.85	2062.78	1436.6	1942.13	2258.51	1957.7	3140.3	2843.22	4182.71	2143.46	4611.9	2401.51	1961.2	2382.7
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	1988.81	3036.21	4464.62	3363.02	3064.31	3344.27	3184.16	3033.75	3371.87	2749.97	2625.54	2523.01	4004.18	3976.24	2746.63	2142.16	2814.61	2084.16	1228.6	2726.72	2490.57	3534.14	2765.41	4011.45	2746.12	4007.85	3035.26	2626.66	2969.07
PWY-7199: pyrimidine deoxyribonucleosides salvage	7934.0	6229.56	6828.39	7392.05	6428.92	6000.49	6438.91	5939.81	6610.46	5839.45	3409.45	6088.57	6317.14	4754.16	6118.87	5683.21	6078.57	6191.49	3879.42	4339.4	6652.96	6002.34	7012.88	5808.14	6045.87	6702.04	4770.7	5731.81	5921.72
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	153.956	65.0536	796.72	287.054	488.979	1999.1	416.344	1602.48	0.0	532.572	209.228	1645.84	2410.6	1763.07	1332.0	1198.29	1540.12	1239.52	654.257	1107.04	1684.35	178.247	1989.64	341.383	634.982	0.0	924.358	1861.84	1368.3
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	63.8619	256.997	50.4503	66.2797	50.0931	579.575	87.031	107.387	62.7093	149.458	1172.99	306.549	179.411	39.937	156.718	148.892	0.0	0.0	2093.29	1701.49	41.7206	125.569	0.0	180.952	130.628	43.202	77.6684	109.522	176.82
PWY-7208: superpathway of pyrimidine nucleobases salvage	2435.95	4193.19	5526.64	5166.81	4629.7	3591.22	3624.09	3342.22	5108.24	2861.83	2624.37	2517.69	4125.44	4648.31	4541.0	2608.8	2929.64	2359.93	2825.47	3043.92	2997.14	4342.68	4212.16	5424.46	3279.15	6197.95	3405.0	2730.61	3421.23
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	3.88484	0.0	3.57781	0.0	2.31753	19.5483	0.0	39.1918	0.0	1.00418	48.5048	1.07378	5.46552	4.79743	15.5769	0.0	4.80192	122.93	1.46142	50.0142	4.47018	0.0	5.03375	1.12515	15.0461	0.0	3.15882	0.914267	3.65371
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	1958.15	2926.43	4355.49	3449.21	3139.57	3366.18	3049.12	2982.25	3297.78	2820.62	2728.0	2626.47	4060.5	3953.47	2846.34	2067.68	2903.52	2084.03	1414.38	2670.83	2433.1	3462.25	2826.38	4170.66	2598.86	2945.63	3069.24	2529.5	2922.31
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	1419.39	1568.77	2868.63	2678.82	3112.94	3119.87	2688.78	2327.28	1508.87	2850.85	2523.97	2510.31	3043.31	1759.03	2721.47	1768.58	2608.75	2383.94	2058.67	2810.53	2378.09	3399.64	2479.33	2622.9	2171.24	3573.7	2779.7	2818.62	2489.46
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	1769.87	3291.12	4552.31	4870.06	4001.38	3030.67	2909.84	2652.24	4398.77	2232.02	2241.02	2011.78	3311.97	3365.94	3672.22	1854.25	2269.54	1578.66	3027.56	2824.44	2272.12	3561.42	3379.46	4934.6	2536.26	5397.38	2517.86	2167.8	2674.53
PWY-7221: guanosine ribonucleotides de novo biosynthesis	13260.7	10260.1	10807.8	10230.7	10063.2	9808.94	10267.4	10261.9	10953.1	10548.6	7299.15	10527.7	11084.7	11712.2	9967.09	10987.8	10696.2	10009.8	4933.75	6366.92	10674.6	9736.27	11255.7	9876.77	9959.64	10424.2	10803.5	10110.8	10149.0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	1769.87	3291.12	4552.31	4870.06	4001.38	3030.67	2909.84	2652.24	4398.77	2232.02	2241.02	2011.78	3311.97	3365.94	3672.22	1854.25	2269.54	1578.66	3027.56	2824.44	2272.12	3561.42	3379.46	4934.6	2536.26	5397.38	2517.86	2167.8	2674.53
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	3123.68	5053.66	6461.87	6648.96	5796.21	4661.7	4560.57	4253.14	6318.91	3704.1	3479.98	3389.27	5144.86	5296.35	5416.97	3192.02	3756.17	2749.19	3799.72	3946.3	3759.12	5254.86	5232.76	6662.36	4058.37	7198.85	4114.65	3592.56	4263.8
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	4928.15	6914.4	8725.32	8969.21	7850.03	6750.9	6639.71	6304.84	8005.88	5668.19	5038.74	5381.13	7085.07	7137.94	7479.09	4862.68	5716.55	4486.54	4399.1	5281.54	5680.21	7047.86	7269.13	8550.5	6181.46	8904.9	5966.22	5524.76	6347.31
PWY-7234: inosine-5'-phosphate biosynthesis III	692.814	673.408	2208.55	2735.32	2101.26	3382.99	1982.11	2635.5	617.147	2419.83	2779.54	2483.55	3902.34	1172.57	1416.48	675.277	2459.33	2432.03	2331.12	3345.15	2280.62	4151.84	2713.79	2430.61	1244.16	4373.61	1826.18	4281.46	2073.73
PWY-7237: myo-, chiro- and scyllo-inositol degradation	1995.17	3509.23	2111.71	1992.53	2875.48	2951.32	2396.78	2387.86	4493.44	3044.19	1974.09	2447.24	2942.86	2239.99	2249.78	2218.34	1764.48	2149.2	2474.46	2804.64	2175.7	2896.38	2425.05	2293.59	3009.1	1588.46	2229.94	1864.32	2309.91
PWY-7238: sucrose biosynthesis II	11438.6	14459.2	13252.6	9450.35	10376.3	11673.3	13245.0	11247.5	12698.1	13074.5	10009.5	12290.3	8493.97	12437.2	12994.4	12249.6	11971.4	14450.5	6138.53	7426.69	11114.3	10228.9	10467.9	10991.7	15401.8	9019.12	13202.4	11188.7	13193.2
PWY-7242: D-fructuronate degradation	1234.81	1705.39	670.961	945.132	934.203	1051.06	975.062	1232.35	1333.26	2124.16	1402.28	1057.81	659.524	1168.71	1279.76	1856.55	995.455	1115.93	1621.26	1487.52	1388.19	1853.15	576.592	610.427	1056.54	674.811	1171.6	612.282	862.227
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	3875.25	4880.04	5193.29	5062.18	5108.3	5704.41	5042.44	4821.97	6641.43	5520.42	5447.51	5760.82	5622.95	5897.55	4180.58	3425.64	5380.53	5444.07	3948.72	4409.11	4700.75	5828.12	4934.01	5105.06	4464.89	5873.17	6224.61	6389.11	5079.58
PWY-7254: TCA cycle VII (acetate-producers)	622.475	479.227	830.445	36.9338	793.381	322.247	793.401	517.93	141.62	396.636	2192.9	424.355	727.524	317.511	321.563	900.935	704.95	626.191	1107.49	2186.92	544.0	318.494	1004.8	1008.24	620.279	348.963	859.745	146.543	475.012
PWY-7269: mitochondrial NADPH production (yeast)	0.0	0.0	0.0	27.5772	0.0	304.594	0.0	0.0	0.0	0.0	708.416	91.2061	0.0	0.0	50.5422	0.0	17.0321	0.0	1758.84	838.647	47.8551	532.851	0.0	52.6375	0.0	0.0	23.6673	16.9059	23.724
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131.647	0.0	0.0	0.0	0.0	0.0	0.0	2.40803	0.0	11.1154
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	2639.32	2464.17	1942.31	4177.24	3655.88	3031.5	3788.56	2921.18	3870.33	2438.89	2105.25	2721.75	3860.32	2850.12	2675.3	1141.65	3201.43	3279.23	3304.88	3296.78	2541.78	3094.83	3105.28	2860.88	5315.88	3820.24	1222.05	4163.91	3457.6
PWY-7286: 7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	356.937	7.87891	100.25	539.36	0.0	0.0	0.0	0.0	0.0	34.2757	0.0	0.0	0.0	0.0	0.0	0.0	68.3219	13.5259	0.0
PWY-7294: D-xylose degradation IV	0.0	0.0	0.0	0.0	15.0913	102.519	0.0	0.0	0.0	0.0	0.0	13.9278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.8449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7295: L-arabinose degradation IV	0.0	0.0	7.72554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.07182	58.973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.2292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis	0.0	0.0	0.0	11.4813	2.98296	24.6968	79.1201	92.2763	0.0	8.71943	11.7434	19.3806	0.0	8.63359	0.0	378.72	73.2965	0.0	2.36017	48.5613	390.97	0.0	3.81334	139.362	279.806	0.0	134.089	6.24156	0.0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	474.81	92.6043	535.998	50.6944	78.2349	589.352	67.9693	338.971	83.7563	397.683	1028.49	467.04	609.936	1683.17	299.536	118.671	426.441	377.962	1760.42	1130.69	178.696	85.8692	148.097	330.029	341.666	305.376	301.483	461.465	720.398
PWY-7316: dTDP-N-acetylviosamine biosynthesis	2077.33	1294.72	351.274	1572.39	783.914	866.497	618.85	910.23	2999.97	553.579	185.007	742.996	549.76	389.264	1737.31	1971.08	405.527	721.821	55.5945	746.282	1958.05	510.498	358.577	976.812	5018.27	273.963	441.819	288.214	3312.62
PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis	9.85044	0.0	0.0	68.7763	31.1043	112.397	118.528	56.255	0.0	58.5493	20.4497	33.8686	65.3459	15.8476	0.0	223.792	95.857	0.0	4.36986	34.9831	331.216	141.409	7.38292	88.4404	264.336	137.982	83.469	32.6863	39.9785
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	1890.13	2220.73	2359.08	3974.76	3255.58	2508.3	1591.39	2679.15	980.361	2258.9	1565.14	1917.99	2217.48	1355.35	3165.83	2400.83	2160.23	2087.71	2982.64	2043.45	3058.12	2090.36	2411.06	3323.66	3238.85	3594.74	3736.88	1580.23	3058.65
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	5317.66	1997.26	4086.93	2627.53	2665.61	2438.45	3337.09	2981.82	2000.02	3307.11	4453.83	3886.5	2967.99	4340.74	2898.02	2559.76	3955.88	3710.11	3117.46	3190.5	2824.41	5266.15	2569.65	2509.79	2986.2	3852.48	4585.12	3243.49	3868.84
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	0.0	0.0	24.9152	0.0	134.155	150.694	0.0	102.483	0.0	152.754	93.3733	51.3824	21.6266	25.4459	0.0	0.0	138.676	0.0	27.3632	39.6001	0.0	0.0	0.0	14.3922	76.3531	48.7815	43.066	34.1151	74.6943
PWY-7340: 9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)	0.0	24.159	0.0	0.0	33.7431	42.9855	0.0	0.0	0.0	0.0	100.328	58.2501	0.0	0.0	35.6268	0.0	19.634	0.0	344.437	47.3042	23.5767	0.0	0.0	34.9283	16.6958	0.0	0.0	13.5905	24.8044
PWY-7345: superpathway of anaerobic sucrose degradation	2612.6	2186.56	2323.29	785.606	2997.3	2125.38	2815.54	2191.2	2738.38	1710.64	3932.69	2619.87	2075.71	2808.08	1856.5	4990.79	3466.68	2336.93	4602.24	4413.92	4380.36	2091.32	3725.24	2594.25	1809.07	1849.85	3283.22	851.005	2031.3
PWY-7347: sucrose biosynthesis III	0.0	11.3986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31471	0.0	0.0
PWY-7356: thiamine diphosphate salvage IV (yeast)	1265.39	810.318	1384.82	1225.81	1208.12	2061.01	819.86	3180.87	908.229	1074.92	1034.94	1229.67	2309.15	719.525	1150.69	739.377	1116.88	1696.79	505.812	1648.08	1149.67	2076.1	1425.67	1173.72	5096.05	1755.67	1341.85	2418.58	1385.59
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	10270.1	3386.18	4568.58	4418.04	4733.85	5077.35	4554.5	5590.44	3959.69	3477.08	2739.55	3992.1	4430.01	4004.39	4239.45	5341.49	4677.96	4332.32	2690.99	3328.76	5450.32	4499.93	6392.46	4154.58	7230.05	4890.51	5104.66	5419.3	4604.49
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	0.0	0.0	0.0	0.0	11.3662	22.07	83.3929	15.1037	0.0	42.1868	0.0	70.2558	17.4135	33.9854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.1838	14.8739	150.266	0.0	0.0	8.53388	13.8983	109.944
PWY-7374: 1,4-dihydroxy-6-naphthoate biosynthesis I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.3321	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7377: cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)	0.0	0.0	51.8789	0.0	0.0	8.74932	0.0	19.7705	0.0	13.4969	71.4999	91.6686	68.058	117.182	0.0	0.0	51.2957	0.0	0.0	312.267	10.7836	14.6744	15.2048	34.2771	5.28392	0.0	57.6448	54.4396	65.2124
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	1345.4	80.2299	1289.0	159.091	1381.98	1035.77	1772.21	1958.66	529.629	2048.36	1798.29	2541.43	3664.93	3061.03	404.043	891.912	1708.29	1763.07	557.031	1243.19	924.319	1428.04	1134.58	1359.27	468.084	113.175	1235.58	1144.4	1074.09
PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)	0.0	0.0	90.8628	26.3822	0.0	259.083	0.0	160.745	0.0	37.9021	109.226	114.401	0.0	53.8489	0.0	130.711	118.435	0.0	667.283	286.014	183.432	207.25	138.026	81.8203	0.0	35.1458	98.8675	126.747	25.1542
PWY-7385: 1,3-propanediol biosynthesis (engineered)	0.0	16.8876	29.3422	24.0268	54.7113	19.556	0.0	8.23023	0.0	23.0091	969.614	178.634	13.3701	17.1481	28.8112	0.0	13.5979	0.0	179.527	1302.67	64.5836	22.7553	0.0	186.761	99.132	0.0	0.0	0.0	13.777
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	0.0	42.491	0.0	0.0	0.0	68.0317	82.098	0.0	0.0	21.6962	8.1777	145.191	68.4091	0.0	0.0	0.0	178.264	0.0	703.307	512.771	0.0	41.2596	0.0	38.2539	32.5045	0.0	0.0	22.592	81.4664
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates)	0.0	0.0	141.421	38.845	0.0	364.09	0.0	248.467	0.0	60.8868	171.0	179.831	0.0	86.5529	0.0	194.582	184.383	0.0	525.988	406.345	265.186	308.774	208.444	128.137	0.0	47.8288	153.008	192.629	40.2859
