sample	007_4640a	008_4655a	010_4671a	026_4858a	032_4883a	043_4947a	051_4967a	056_4978a	085_5110a	093_5162a	100_5150a	128_5318a	149_5373a	150_5340a	161_5469a	179_5504a	185_5554a	195_5610a	198_5605a	213_5692a	216_5714a	218_5723a	223_5732a	229_5764a	234_5779a	284_5789a	285_5792a	291_5865a	LA_RV_355_5908a_S22	LA_RV_373_5965a_S40
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.00555623	0.00889305	0.00895869	0.00868725	0.00888546	0.00776119	0.00851726	0.0106747	0.00525977	0.00898184	0.00935237	0.007016	0.00886767	0.00689111	0.00896998	0.00834877	0.00685339	0.00985097	0.00884933	0.00905563	0.00899541	0.00927667	0.00928353	0.00617017	0.00921756	0.0092354	0.00951136	0.00990081	0.00779087	0.00807658
GLYOXYLATE-BYPASS: glyoxylate cycle	0.00317952	0.0	0.0	0.000144712	2.35268e-05	0.0	0.0	0.000780448	5.23007e-05	0.000745959	0.0	0.0	0.000135632	1.41713e-05	5.56422e-05	0.00052363	0.00247284	0.0	1.97856e-05	6.59775e-05	2.05105e-05	0.0	0.000485144	0.00122787	6.39757e-05	0.0	0.0	2.52386e-05	1.06361e-05	0.0
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	0.000911471	0.000608811	0.000635898	0.000802783	0.000625603	0.000411014	0.000281698	0.00020113	0.000600238	0.000439719	0.000584573	0.00054917	0.000572324	0.000489763	0.000766243	0.000697714	0.000202565	0.000352487	0.000690924	0.000592049	0.000630153	0.000522769	0.000635756	0.000386208	0.000191666	0.000627421	0.000580826	0.000632735	0.000381508	0.000468387
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000138281	0.0	0.000233034	0.0	0.0	7.60241e-05	0.0	0.0	0.000156503	0.0	0.0	0.0	0.0	0.0	0.0	0.000136761	0.000338147	0.0	0.0	0.0	0.0	0.0	0.0
HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic)	0.00257709	7.6154e-05	0.000110575	7.60819e-05	7.70044e-05	3.35895e-05	2.68864e-05	0.000212363	3.72857e-05	0.000351526	5.07315e-05	3.47165e-05	0.000225712	2.8654e-05	6.98461e-05	0.000363656	0.0012578	8.39477e-06	4.40618e-05	5.51291e-05	0.000233102	0.000172298	0.000227194	0.00045011	0.000312431	2.21545e-05	4.69592e-05	7.12656e-05	4.56106e-05	6.76976e-05
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)	0.00257709	4.0403e-05	0.000139068	7.60819e-05	0.000137894	9.43151e-05	2.87606e-05	0.000203772	3.72857e-05	0.000310608	9.14046e-05	0.00013447	0.000145257	4.78349e-05	6.66267e-05	0.000303616	0.0012578	0.000119209	8.70041e-05	0.000112545	0.000204811	0.000212213	0.000227194	0.00045011	0.000170491	0.000160784	0.000151041	0.000160874	8.87303e-05	0.000216123
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)	0.00266138	0.000147543	0.000250226	0.000141189	0.000179345	0.000156051	4.923e-05	0.000251685	0.000106026	0.000543575	9.71168e-05	0.00013471	0.00030689	0.000111914	0.000126768	0.000453758	0.00142292	0.000158102	0.000242253	0.000174462	0.000302306	0.000491025	0.000306846	0.000561204	0.000427894	0.000319656	0.000327681	0.000222369	0.000191581	0.000274729
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	0.00419205	0.000217241	0.000323855	0.000223379	0.000136173	0.000555036	0.000115671	0.000778342	9.68849e-05	0.000443092	0.000376573	0.000347849	0.000352526	0.000108544	4.33755e-05	0.000360533	0.00272859	0.000320801	0.000710946	0.000151789	0.000145032	0.000376824	0.00077549	0.00119229	0.000152375	0.000293813	0.000211982	1.23995e-05	0.00036177	0.000432262
HISDEG-PWY: L-histidine degradation I	8.04983e-05	0.00268027	0.00222894	0.00197267	0.00281895	0.00216801	0.0018945	0.00679606	0.000817693	0.00301212	0.00112262	0.000733947	0.00246912	0.000623382	0.0021442	0.000263499	0.00148441	0.00265426	0.0024	0.00203868	0.00255423	0.00277898	0.00411075	0.000597598	0.00318473	0.00331466	0.00340491	0.0028877	0.000611215	0.00224155
HISTSYN-PWY: L-histidine biosynthesis	0.00345949	0.00821392	0.00707677	0.00762863	0.00737368	0.00744472	0.00832818	0.00941286	0.00851518	0.00619971	0.00800352	0.00872651	0.00664126	0.0102182	0.00722986	0.00765026	0.0055674	0.00812066	0.00732393	0.00759881	0.00750388	0.00772435	0.00584589	0.00753422	0.00597034	0.00700233	0.00701979	0.00756739	0.00990231	0.00667903
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	0.00341392	0.00188688	0.00162327	0.00285009	0.00157141	0.00232471	0.000946903	0.00122944	0.00182181	0.00172275	0.002767	0.00137879	0.00202144	0.00103557	0.00238959	0.00329536	0.00263296	0.00144622	0.00240787	0.00143755	0.00141337	0.00276313	0.00137711	0.002116	0.00121924	0.00176276	0.00162474	0.00185749	0.00112993	0.00148313
HSERMETANA-PWY: L-methionine biosynthesis III	0.00389851	0.0041865	0.00544327	0.00448658	0.00559653	0.00536909	0.00263341	0.00338468	0.00526078	0.00585057	0.00508804	0.00684428	0.00589556	0.00595749	0.00633151	0.00436072	0.00414597	0.00474193	0.0051959	0.00718768	0.00461243	0.0052886	0.00511414	0.00421058	0.00670627	0.00562757	0.00562084	0.00445722	0.00496389	0.00555666
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	0.00754999	0.010707	0.00940839	0.0107401	0.00925089	0.00867452	0.00794682	0.00548679	0.00854081	0.00814386	0.0103899	0.00683235	0.00850817	0.00760827	0.00912217	0.00869762	0.00765609	0.00811975	0.00875954	0.0077719	0.00895263	0.00959814	0.00703797	0.00678228	0.00721927	0.00911777	0.00892515	0.00703351	0.0065236	0.007808
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis	0.000351464	0.0	0.0	0.0	0.0	0.0	0.0	6.67736e-05	0.0	8.36804e-05	0.0	0.0	7.80034e-06	0.0	0.0	6.61034e-05	0.000198913	0.0	0.0	0.0	0.0	0.0	0.0	0.000111708	0.0	0.0	0.0	0.0	0.0	0.0
KETOGLUCONMET-PWY: ketogluconate metabolism	0.00298902	6.37585e-05	0.000159127	0.000218907	0.000288033	0.000158435	4.19452e-05	0.000491972	0.000247849	0.00103238	0.000128185	0.000203826	0.000573198	0.000127192	0.000213607	0.00030275	0.00214099	0.000129677	0.000105723	0.000104989	0.000193287	8.62291e-05	0.000373947	0.000604041	0.00042389	0.000335091	0.000360264	0.000115019	0.000112595	0.000317322
LACTOSECAT-PWY: lactose and galactose degradation I	0.000153431	0.000321341	0.000400747	0.0011376	0.00112354	0.000805501	0.00106129	0.000183959	0.000718464	0.000779954	0.00159809	0.000900149	0.00145513	0.00180402	0.000773745	0.000337207	0.000800395	0.000578511	0.000944768	0.000886454	0.000694383	0.000220754	0.000996594	0.000575137	0.000530676	0.000666557	0.000594905	0.00145289	0.000604158	0.00054005
LIPASYN-PWY: phospholipases	0.00206794	0.0	0.0	8.17286e-05	0.000100126	0.0	0.0	0.0	0.0	0.000144024	0.0	0.0	7.74659e-05	0.0	0.000115819	0.0	0.000830285	0.0	3.3109e-05	0.0	8.88638e-05	4.34835e-05	0.0	0.000196358	0.000249413	6.17877e-05	0.0	0.0	0.0	0.0
LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000112776	0.0	6.9497e-05	0.0	0.0	0.0	0.0	0.0	5.65105e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000131844	0.0	0.0	0.0	0.0	0.0	0.0
LYSINE-AMINOAD-PWY: L-lysine biosynthesis IV	0.0	0.0	9.67116e-05	0.0	0.0	1.92488e-05	0.0	0.0	0.000327979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.09005e-05	0.0	3.27471e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.23813e-05
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	0.00453528	0.00276511	0.00273115	0.00433847	0.0026847	0.00332219	0.001538	0.00177028	0.00295409	0.00274242	0.00419026	0.00232245	0.0030289	0.00178962	0.00377988	0.004966	0.00370788	0.00236156	0.00374706	0.00233656	0.00235935	0.00428953	0.0022438	0.00328138	0.00190541	0.0027801	0.0026168	0.00272155	0.00188721	0.00239572
METH-ACETATE-PWY: methanogenesis from acetate	0.000350352	0.000326258	0.000302342	0.000248545	0.000793834	0.000565411	0.000158282	0.000161024	0.000472757	0.000479378	0.000565543	0.000309565	0.000596107	0.000231312	0.00034671	8.01696e-05	0.000212518	0.000171066	0.000174168	0.000528621	0.000592638	0.000297619	0.0013123	0.000378913	0.000891587	0.000363394	0.000377401	0.000222435	0.000414219	0.000901601
METHANOGENESIS-PWY: methanogenesis from H2 and CO2	0.0	0.0	2.70134e-05	0.0	0.0	2.99316e-05	0.0	0.0	0.000379115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24406e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.44881e-05
METHGLYUT-PWY: superpathway of methylglyoxal degradation	0.00112451	0.000191312	0.000290324	0.000314303	0.000322616	0.000333335	0.000293095	0.000225463	0.000112425	0.000285235	0.000303174	8.47662e-05	0.000361059	0.000235649	0.000238469	0.00013469	0.000730057	0.000247953	0.000400664	0.000244011	0.00024032	0.000152357	0.000444653	0.000347232	0.000407007	0.000246437	0.000214834	0.000241083	0.000246926	0.000384732
METHYLGALLATE-DEGRADATION-PWY: methylgallate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.42976e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis	0.00440055	0.00282461	0.00251359	0.00413713	0.00245967	0.00340679	0.00152389	0.00186878	0.00280495	0.00264419	0.00403291	0.0021498	0.00304784	0.00166861	0.00353676	0.00463222	0.00360527	0.00224296	0.00354638	0.00222611	0.00221362	0.0039698	0.00215291	0.003081	0.00193502	0.00272053	0.00252654	0.00277753	0.00179402	0.00228802
NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside)	0.00107367	2.999e-05	9.50456e-05	7.82504e-05	1.29148e-06	7.88264e-05	2.58657e-05	9.80201e-05	0.000402434	0.000195849	6.46832e-05	0.000103407	6.27119e-05	2.69135e-05	4.12659e-05	0.000126287	0.000346716	0.0	1.19204e-05	0.0	0.0	1.00888e-05	0.0	0.000339235	3.23601e-05	4.13085e-06	0.0	0.0	6.19317e-05	0.000113927
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)	0.0024476	0.00111737	0.00178233	0.00136267	0.00183478	0.00189106	0.00108795	0.005721	0.000789177	0.00178448	0.000658203	0.00249355	0.00164054	0.00232592	0.000807573	0.000919759	0.00246737	0.00181751	0.00117892	0.0013589	0.00176095	0.00173103	0.00204143	0.00118732	0.00207912	0.001595	0.00169362	0.000946092	0.00190292	0.00122576
NONMEVIPP-PWY: methylerythritol phosphate pathway I	0.00442359	0.0099302	0.00990651	0.00989694	0.00978651	0.00997911	0.0111189	0.00972226	0.0109601	0.00901527	0.00870589	0.0123707	0.00918556	0.0133491	0.00938723	0.0108646	0.00652847	0.0100298	0.00950143	0.010673	0.00985981	0.00988406	0.00945352	0.0097918	0.00953342	0.00990476	0.00992304	0.0104611	0.0114618	0.00979458
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	0.00860245	0.00946421	0.00922755	0.00968824	0.00945529	0.00862115	0.00941938	0.00913854	0.00862328	0.0106247	0.00934091	0.00776966	0.00898237	0.00809766	0.00971251	0.00833235	0.00715805	0.0091317	0.00875648	0.0083061	0.00912494	0.00934906	0.00901105	0.00776305	0.00870638	0.0102766	0.0100782	0.00922189	0.0078873	0.00843669
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	0.00349544	0.00447324	0.00657249	0.00636128	0.00655631	0.00652748	0.00409911	0.00407053	0.00756789	0.00546165	0.00722343	0.00569948	0.00649095	0.00668358	0.00672618	0.00701867	0.00444582	0.00548537	0.00652254	0.00491376	0.00653406	0.00634247	0.00554075	0.00643055	0.00679421	0.00658037	0.00631684	0.00588805	0.00470036	0.00673593
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.64364e-05	0.0	9.66843e-05	0.0	0.0	2.92032e-05	0.0	0.0	0.000172689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000221068	0.0	0.0	0.0	0.0	0.0	0.0
ORNDEG-PWY: superpathway of ornithine degradation	0.00352852	0.000416249	0.000314098	0.000382985	0.000537819	0.000687847	0.000429925	0.000308197	0.000880381	0.000809879	0.000284254	0.000883005	0.000776934	0.000811483	0.000478637	0.000832081	0.00181611	0.000580615	0.000466696	0.000513591	0.000517617	0.000414878	0.000740968	0.00108726	0.00056459	0.00058111	0.000563458	0.000616894	0.000544165	0.000704401
P101-PWY: ectoine biosynthesis	4.85254e-06	0.0	0.0	0.0	0.0	1.09972e-05	0.0	0.0	1.26928e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.06377e-06
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	0.00284472	0.0	0.000175264	0.000209388	4.64753e-05	4.02389e-05	1.62874e-05	0.000413747	5.31387e-05	0.000516724	0.0	6.60721e-05	0.000152062	6.30918e-05	0.000140761	0.00036952	0.0018582	2.11085e-05	7.80665e-05	3.58712e-05	0.000389442	0.000909399	0.000164104	0.000767329	8.77388e-05	1.88008e-05	4.95756e-05	4.76568e-05	0.0	8.66115e-05
P108-PWY: pyruvate fermentation to propanoate I	0.00126851	0.000830334	0.000987698	0.00075239	0.000991828	0.00116742	0.000571378	0.000813567	0.000670789	0.000782761	0.000511624	0.000599856	0.00109049	0.000550764	0.000750856	0.000540186	0.00150759	0.00076682	0.000692534	0.000890194	0.00116717	0.000775595	0.00109725	0.00069346	0.000731647	0.000631725	0.000665843	0.000710165	0.000415963	0.00117749
P122-PWY: heterolactic fermentation	0.00179014	0.00228379	0.00158224	0.00243933	0.00146713	0.00158691	0.00112458	0.00280522	0.0006758	0.00108181	0.00218978	0.000718374	0.00142665	0.000736139	0.00221737	0.00223779	0.00219663	0.0019402	0.00286586	0.00134518	0.00206321	0.00275144	0.0011644	0.00169671	0.000965816	0.00209939	0.00210065	0.00192274	0.000838512	0.00151419
P124-PWY: Bifidobacterium shunt	0.000138874	0.00245264	0.00203561	0.00385429	0.00210325	0.00301134	0.00163206	0.000554799	0.00140189	0.00130059	0.00322714	0.00147838	0.0026953	0.00123154	0.00311592	0.00525589	0.000285815	0.00242024	0.00333703	0.000807209	0.00195956	0.00383228	0.00139624	0.000968635	0.000984325	0.00304722	0.00308481	0.00160942	0.00128197	0.00136008
P125-PWY: superpathway of (R,R)-butanediol biosynthesis	3.15412e-05	6.58504e-06	5.36266e-05	3.97758e-05	4.72627e-05	8.70282e-05	0.0	1.78444e-05	9.63297e-06	4.7989e-05	0.000484139	3.05183e-05	5.25522e-05	3.03877e-05	2.54145e-05	7.39337e-05	6.17982e-05	1.2842e-05	4.5391e-05	0.0	7.40157e-05	5.329e-05	0.0	0.00016643	0.000158271	7.87634e-05	7.59338e-05	2.63723e-05	8.30988e-05	3.53413e-05
P161-PWY: acetylene degradation (anaerobic)	0.00374095	0.00246326	0.00400488	0.00322334	0.00464654	0.00459038	0.00312713	0.00210774	0.00366572	0.00434802	0.00514091	0.00212409	0.00423126	0.00281641	0.00298916	0.00171602	0.00197184	0.00392028	0.00331487	0.00286846	0.00419147	0.00266333	0.00291976	0.00311781	0.00334929	0.0043701	0.00434026	0.00253671	0.00228229	0.0037862
P162-PWY: L-glutamate degradation V (via hydroxyglutarate)	6.95857e-05	0.000178467	0.000220555	0.000400823	0.00015887	0.000253487	0.000140429	0.000163935	0.000107925	0.000141021	0.000185728	0.000140336	0.000345291	5.68913e-05	0.000174824	6.07349e-05	0.000160003	9.0262e-05	0.000212219	0.000121446	0.000191746	0.000234713	0.000532972	7.61982e-05	0.000309344	0.000204472	0.000188906	0.000114439	5.07913e-05	0.000157768
P163-PWY: L-lysine fermentation to acetate and butanoate	5.81662e-05	0.000470238	0.000680501	0.000329937	0.00106579	0.000326038	0.000196748	0.000692347	0.000454135	0.00163559	0.000477281	0.000142084	0.000946794	0.000102822	0.00075918	0.0	4.50791e-05	0.000842503	0.000499919	0.000462744	0.000324715	0.000146149	0.00289418	2.91428e-05	0.00147939	0.00135871	0.00137443	0.00114645	0.000183074	0.000860587
P164-PWY: purine nucleobases degradation I (anaerobic)	0.00206321	0.00180716	0.00136682	0.00177411	0.00236551	0.00130206	0.00176582	0.000889778	0.00140775	0.00150496	0.00115903	0.00082897	0.00202811	0.00127882	0.00155135	0.00103458	0.00191416	0.0016246	0.00149217	0.00139913	0.00149091	0.00128696	0.00175394	0.000892441	0.00104662	0.00156649	0.00161333	0.00163898	0.00158043	0.00204427
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	0.00107761	0.0012748	0.00121512	0.00224452	0.00174485	0.00367902	0.00102767	0.00076726	0.0014254	0.000628355	0.00100765	0.00108017	0.00111307	0.000741056	0.00207765	0.00186344	0.000434176	0.0010319	0.00112106	0.00101122	0.000943825	0.000956142	0.00192774	0.000565139	0.00117609	0.000840248	0.000720074	0.00103374	0.000882594	0.00142692
P221-PWY: octane oxidation	0.00037972	0.000841659	0.00166426	0.000610253	0.0008795	0.00165294	0.000468657	0.000377405	0.00262338	0.00103298	0.00116572	0.00144251	0.00128553	0.0014979	0.00185634	0.000693183	0.000589413	0.000453419	0.00151518	0.00106607	0.00206384	0.00175013	0.00133605	0.000591844	0.00188821	0.00143363	0.00142151	0.00120323	0.0014074	0.00165281
P23-PWY: reductive TCA cycle I	0.000547705	0.000334732	0.000758641	0.000476305	0.000640394	0.000791416	0.000352462	0.000525763	0.000531228	0.000572864	0.000310823	0.000607837	0.000725078	0.000348128	0.000606217	0.000411116	0.00126968	0.000478273	0.000523285	0.000511453	0.000792633	0.000588612	0.000842291	0.000761768	0.000496199	0.000354052	0.000436151	0.000553799	0.000337845	0.000643645
P241-PWY: coenzyme B biosynthesis	5.92189e-06	0.0	1.65621e-05	7.36175e-06	2.43129e-05	1.21944e-05	0.0	5.16323e-06	0.000160534	1.48372e-05	1.46844e-05	0.0	2.18743e-05	1.43997e-05	1.45925e-05	0.0	0.0	1.68649e-05	1.6464e-05	2.16511e-05	9.12325e-06	0.0	0.0	7.2183e-06	1.59956e-05	0.0	1.077e-05	0.0	0.0	3.04183e-05
P261-PWY: coenzyme M biosynthesis I	0.0	0.0	1.87145e-05	0.0	0.0	3.91315e-05	0.0	0.0	0.000285216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8714e-05	0.0	1.45605e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42556e-05
P3-PWY: gallate degradation III (anaerobic)	6.35879e-05	1.38188e-05	0.000150266	0.000130953	0.000322547	0.000194308	0.0	0.0	3.18141e-05	4.98532e-05	0.000114983	3.86491e-05	0.000142033	0.0	7.34161e-05	0.0	0.0	0.0	5.33224e-05	0.0	3.13715e-05	1.35088e-05	0.0	0.0	5.2468e-05	2.30448e-05	1.52092e-05	0.0	0.0	0.00012419
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	0.00344065	0.0023615	0.00256371	0.0029453	0.00270829	0.00259377	0.00135238	0.00170716	0.000394571	0.00284509	0.00320531	0.00128464	0.00330362	0.00112601	0.00310167	0.00275053	0.00278821	0.00216815	0.00288276	0.00162264	0.00226428	0.00281568	0.00238556	0.00147561	0.00246155	0.00305382	0.00289927	0.00242201	0.000790772	0.00198353
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	0.00306007	0.00500915	0.00536589	0.00506926	0.00584465	0.00633754	0.00591419	0.00167301	0.00767082	0.00444094	0.00546729	0.00688616	0.00454187	0.00744277	0.00491424	0.00826	0.00349074	0.00592387	0.00588935	0.00637046	0.00492866	0.00538738	0.00595001	0.00596275	0.00495442	0.004652	0.0048379	0.00617806	0.00708641	0.00562761
P42-PWY: incomplete reductive TCA cycle	0.00135078	0.000724155	0.00149333	0.00104429	0.00171451	0.00164215	0.000905234	0.000679917	0.00185606	0.0013952	0.00126605	0.00111206	0.00190202	0.000626761	0.00173635	0.000528314	0.0011472	0.00138352	0.00122455	0.000740319	0.00114101	0.00096088	0.00219276	0.00116699	0.00226472	0.00162404	0.00152252	0.00134853	0.000966466	0.00170647
P441-PWY: superpathway of N-acetylneuraminate degradation	0.0041967	0.000978183	0.00218297	0.00135789	0.00167468	0.00218279	0.00231812	0.00256573	0.00179854	0.00253174	0.00126182	0.00197942	0.00178803	0.00259717	0.00248728	0.00222794	0.00343688	0.0027345	0.00247259	0.00360453	0.00226735	0.00206095	0.00300439	0.00285536	0.00265765	0.00168235	0.00193914	0.00351957	0.00210727	0.00308544
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	0.00427332	0.000495827	0.000767172	0.00113627	0.00129127	0.00214422	0.0007804	0.000807369	0.00185021	0.00102114	0.00115987	0.000530324	0.000730972	0.000286156	0.00134451	0.00159268	0.00243779	0.000592575	0.00124345	0.000466344	0.000855428	0.000801482	0.00203201	0.00164232	0.00119153	0.000744607	0.000645757	0.0013842	0.00114412	0.000795845
P562-PWY: myo-inositol degradation I	2.09238e-06	0.0	1.26205e-05	8.95594e-06	4.60199e-05	0.0	1.04725e-05	2.47564e-05	1.29375e-05	9.80286e-06	1.22045e-05	0.0	6.33756e-05	6.08136e-05	0.0	6.54127e-05	2.41655e-05	0.0	0.0	0.0	0.0	1.71633e-05	6.90259e-05	9.7792e-06	0.0	1.45768e-05	8.20662e-06	0.0	0.0	0.0
P621-PWY: nylon-6 oligomer degradation	0.0	0.0	0.0	0.0	6.77632e-06	4.71309e-05	0.0	0.0	0.0	0.0	1.15567e-05	0.0	0.0	0.0	0.0	0.0	7.74103e-05	0.0	1.4622e-05	0.0	0.0	6.56839e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY: phosphopantothenate biosynthesis I	0.00413738	0.00618447	0.00670973	0.0059602	0.00654185	0.0063022	0.00781586	0.00813709	0.00640891	0.00586734	0.0040532	0.00731239	0.00520193	0.00793082	0.00578356	0.00602243	0.00591435	0.00735827	0.00592947	0.00606018	0.00583314	0.00585225	0.00661023	0.00644359	0.00655754	0.00615873	0.00615319	0.00671647	0.00682284	0.00556203
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)	0.00381701	0.00683619	0.00706937	0.00664378	0.00690668	0.00667874	0.00853162	0.00808734	0.00673426	0.00649468	0.00497557	0.00769891	0.00566346	0.00875726	0.00656514	0.00741118	0.00567568	0.00774005	0.00657373	0.00711458	0.00651412	0.00664716	0.00707019	0.00738844	0.00658857	0.00641491	0.00643595	0.00757621	0.00818837	0.00622058
PENTOSE-P-PWY: pentose phosphate pathway	0.00401679	0.0047834	0.00367795	0.00507692	0.00363557	0.00241873	0.00269236	0.00762076	0.000827845	0.00313374	0.00374274	0.000933745	0.00282469	0.00142487	0.00351409	0.00512762	0.00342837	0.00438295	0.00507448	0.00269884	0.00381484	0.00562686	0.00343449	0.00248963	0.00253585	0.0039755	0.00421965	0.00416704	0.0013738	0.00249507
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.00526622	0.00930285	0.00953673	0.00902914	0.00972824	0.0100497	0.0113186	0.00910007	0.0118164	0.00909412	0.0102886	0.0126166	0.0103142	0.0127781	0.00939805	0.0104308	0.00682235	0.0101516	0.00906573	0.0104869	0.00984556	0.00890609	0.00912766	0.0097972	0.00994826	0.00966877	0.00972072	0.0103754	0.01275	0.0101493
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	0.00600617	0.00309576	0.00182169	0.00274197	0.00191788	0.0040129	0.00213514	0.00379373	0.00181812	0.00320294	0.00158118	0.00527641	0.00202347	0.00186317	0.00288343	0.00240179	0.00502872	0.00157291	0.00380273	0.00355387	0.0023475	0.00201463	0.00270934	0.00575244	0.00342779	0.00174073	0.00149276	0.00344417	0.00372415	0.00380591
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	0.000108818	0.000311525	0.000217328	0.000555456	0.000394188	0.000579076	0.000512738	0.000132811	0.000185695	0.000409595	0.000242654	0.000427416	0.000515881	0.000259267	0.00046919	0.000193763	0.000211845	0.000649404	0.000697036	0.000901501	0.000989338	0.000304679	0.000720006	0.000501639	0.000427933	0.00060532	0.000665612	0.000751436	0.000622797	0.000636668
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	0.00262983	0.000299904	0.000295709	0.000523448	0.000386562	0.000613918	0.000477785	0.000848147	0.000846892	0.000794855	0.000254739	0.000556646	0.000512502	0.000253603	0.000454878	0.000778379	0.00160556	0.000652795	0.000673835	0.000874529	0.000975469	0.000289231	0.001004	0.00135456	0.00113939	0.000584837	0.000643135	0.000899996	0.00058528	0.000630372
